customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST30934,Male,Yes,Yes,No,12.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,28.33,-94.43,1
CUST30935,Male,No,No,No,31.0,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,18.73,580.63,1
CUST30936,Male,Yes,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,113.84,910.72,0
CUST30937,Male,No,Yes,No,16.0,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,40.6,649.6,1
CUST30938,Female,No,Yes,No,17.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,47.76,811.92,0
CUST30939,Female,No,Yes,Yes,31.0,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,24.06,745.86,1
CUST30940,Male,No,Yes,No,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,27.47,384.58,0
CUST30941,Male,No,No,No,24.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,88.87,2132.88,0
CUST30942,Male,No,Yes,Yes,21.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.79,436.59,1
CUST30943,Female,No,No,No,20.0,Yes,No,DSL,No,No,No,No internet service,No,Yes,One year,No,Credit card,108.84,2176.8,0
CUST30944,Female,No,No,No,15.0,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,27.33,409.95,0
CUST30945,Female,No,No,No,46.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,28.87,1328.02,1
CUST30946,Male,No,No,No,40.0,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer,38.83,1553.2,0
CUST30947,Female,No,No,No,9.0,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,86.83,781.47,1
CUST30948,Male,No,No,No,27.0,No,No phone service,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,47.18,1273.86,0
CUST30949,Female,No,Yes,Yes,19.0,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,113.56,2157.64,0
CUST30950,Female,No,Yes,No,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.24,879.52,1
CUST30951,Male,No,No,No,17.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.55,1624.35,1
CUST30952,Male,No,No,No,33.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,25.08,827.64,0
CUST30953,Male,No,Yes,No,26.0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.96,1142.96,1
CUST30954,Female,Yes,Yes,Yes,38.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer,24.26,921.88,0
CUST30955,Female,No,No,No,10.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,23.74,237.4,1
CUST30956,Female,No,Yes,No,44.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Two year,Yes,Credit card,21.43,942.92,0
CUST30957,Male,No,No,No,40.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.93,1077.2,0
CUST30958,Male,No,No,Yes,3.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.75,107.25,1
CUST30959,Female,No,Yes,No,37.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,33.23,1229.51,0
CUST30960,Male,No,Yes,Yes,25.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,107.99,2699.75,1
CUST30961,Male,No,No,Yes,46.0,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,20.29,933.34,1
CUST30962,Female,No,No,Yes,12.0,Yes,No,DSL,No internet service,No,Yes,No,No,No,Two year,Yes,Mailed check,40.7,488.4,0
CUST30963,Male,No,No,No,3.0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,24.81,74.43,0
CUST30964,Female,Yes,No,No,6.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,41.46,248.76,0
CUST30965,Male,No,No,Yes,10.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,20.06,200.6,0
CUST30966,Female,No,Yes,No,17.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,28.72,488.24,0
CUST30967,Male,No,Yes,No,46.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,45.75,2104.5,1
CUST30968,Female,No,Yes,No,29.0,No,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer,38.51,1116.79,1
CUST30969,Female,No,No,Yes,22.0,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,No,Bank transfer,23.63,519.86,0
CUST30970,Male,No,Yes,Yes,35.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,35.91,1256.85,0
CUST30971,Female,No,No,No,10.0,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,34.32,343.2,0
CUST30972,Male,No,Yes,Yes,17.0,No,No phone service,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,112.48,1912.16,1
CUST30973,Female,No,No,No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card,41.49,165.96,0
CUST30974,Female,No,No,Yes,13.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,One year,Yes,Electronic check,20.78,270.14,0
CUST30975,Female,No,No,No,4.0,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,40.63,162.52,1
CUST30976,Female,Yes,Yes,No,18.0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,32.7,588.6,1
CUST30977,Male,No,No,Yes,22.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,67.16,1477.52,0
CUST30978,Female,No,No,No,26.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,38.39,998.14,0
CUST30979,Male,No,Yes,Yes,2.0,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,One year,No,Mailed check,41.83,83.66,0
CUST30980,Female,No,Yes,Yes,14.0,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,19.31,270.34,0
CUST30981,Male,Yes,Yes,Yes,6.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,31.69,190.14,1
CUST30982,Female,No,No,Yes,28.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,44.15,1236.2,1
CUST30983,Female,No,No,No,3.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer,42.17,126.51,0
CUST30984,Female,Yes,Yes,No,12.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,41.19,494.28,1
CUST30985,Male,No,Yes,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,92.36,1200.68,1
CUST30986,Female,No,Yes,Yes,20.0,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,98.24,1964.8,1
CUST30987,Male,No,No,No,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,96.76,2806.04,0
CUST30988,Female,No,No,No,48.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.16,1927.68,1
CUST30989,Male,Yes,No,Yes,40.0,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card,85.14,3405.6,0
CUST30990,Male,No,No,No,4.0,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,20.52,82.08,1
CUST30991,Female,No,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,42.74,42.74,0
CUST30992,Female,No,No,Yes,20.0,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,25.96,519.2,0
CUST30993,Female,Yes,No,No,10.0,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,88.98,889.8,1
CUST30994,Male,No,No,No,18.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,26.39,475.02,0
CUST30995,Female,No,No,No,7.0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,48.56,339.92,0
CUST30996,Male,No,Yes,No,26.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,46.51,1209.26,0
CUST30997,Female,No,Yes,No,27.0,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,39.93,1078.11,1
CUST30998,Female,No,Yes,No,38.0,Yes,No,DSL,No internet service,No,No,No,No,No,One year,Yes,Mailed check,24.99,949.6199999999999,1
CUST30999,Male,No,Yes,Yes,2.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,49.12,98.24,1
CUST31000,Female,No,No,Yes,48.0,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,One year,No,Bank transfer,41.19,1977.12,0
CUST31001,Male,No,No,No,27.0,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer,83.67,2259.09,0
CUST31002,Female,No,Yes,Yes,21.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,71.34,1498.14,1
CUST31003,Male,No,No,Yes,20.0,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,25.17,503.4,0
CUST31004,Female,Yes,Yes,No,33.0,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,49.68,1639.44,1
CUST31005,Female,No,No,No,44.0,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,22.52,990.88,1
CUST31006,Female,No,No,Yes,57.0,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card,47.41,2702.37,0
CUST31007,Female,No,No,No,23.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.75,615.25,0
CUST31008,Male,Yes,No,No,19.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,20.13,382.47,1
CUST31009,Female,No,No,No,27.0,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,38.19,1031.13,1
CUST31010,Male,No,No,No,21.0,Yes,No,DSL,No,No,No,No,No,No internet service,Two year,No,Bank transfer,28.6,600.6,0
CUST31011,Female,No,Yes,No,5.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,20.26,101.3,1
CUST31012,Male,No,No,No,27.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,22.15,598.05,1
CUST31013,Female,No,No,Yes,4.0,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,56.1,224.4,1
CUST31014,Female,Yes,No,No,54.0,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,One year,No,Bank transfer,66.04,3566.16,1
CUST31015,Female,No,No,No,20.0,Yes,No,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Credit card,29.94,0.0,1
CUST31016,Male,No,No,No,9.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,66.88,601.92,0
CUST31017,Male,No,No,Yes,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,102.32,204.64,1
CUST31018,Male,Yes,No,No,46.0,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card,42.55,1957.3,1
CUST31019,Male,No,Yes,No,29.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,117.52,3408.08,1
CUST31020,Male,Yes,No,Yes,3.0,No,No phone service,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,41.97,125.91,1
CUST31021,Male,No,No,No,43.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,20.55,883.65,1
CUST31022,Male,No,Yes,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,48.22,867.96,0
CUST31023,Male,Yes,Yes,No,10.0,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,33.84,338.4,0
CUST31024,Male,No,No,No,22.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,116.63,2565.86,1
CUST31025,Female,No,No,No,14.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card,49.99,699.86,1
CUST31026,Male,Yes,No,No,18.0,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,32.24,580.32,1
CUST31027,Male,No,No,Yes,46.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,20.99,965.54,0
CUST31028,Female,No,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.29,116.29,1
CUST31029,Male,Yes,No,No,46.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,96.62,4444.52,0
CUST31030,Male,No,Yes,Yes,44.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.95,1317.8,0
CUST31031,Female,No,No,No,46.0,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,No,Credit card,31.54,1450.84,1
CUST31032,Female,Yes,Yes,No,6.0,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,73.21,439.26,1
CUST31033,Female,No,Yes,Yes,29.0,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,87.84,2547.36,0
CUST31034,Male,No,No,Yes,26.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,35.6,925.6,0
CUST31035,Female,No,Yes,No,30.0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,33.86,1015.8,1
CUST31036,Male,No,No,No,13.0,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card,52.14,677.82,1
CUST31037,Male,Yes,No,Yes,1.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,72.29,72.29,0
CUST31038,Female,No,No,No,7.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card,43.38,303.66,0
CUST31039,Female,No,Yes,No,4.0,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,18.23,72.92,1
CUST31040,Male,Yes,Yes,No,26.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,40.06,1041.56,0
CUST31041,Female,No,Yes,No,25.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,85.65,2141.25,1
CUST31042,Female,No,Yes,No,9.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,92.85,835.65,0
CUST31043,Male,No,No,Yes,39.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,41.16,1605.24,1
CUST31044,Male,No,Yes,No,1.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,39.81,39.81,1
CUST31045,Female,No,No,Yes,26.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,107.77,2802.02,0
CUST31046,Male,No,Yes,No,31.0,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,26.82,831.42,0
CUST31047,Female,No,No,No,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.15,253.05,1
CUST31048,Female,Yes,No,No,43.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.58,1959.94,0
CUST31049,Male,No,Yes,No,15.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,107.09,1606.35,0
CUST31050,Male,No,No,Yes,18.0,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,52.01,936.18,0
CUST31051,Male,No,No,No,15.0,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,101.7,1525.5,1
CUST31052,Female,No,No,No,14.0,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,49.74,696.36,0
CUST31053,Female,No,No,No,19.0,No,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,80.71,1533.49,0
CUST31054,Male,Yes,Yes,No,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.44,241.08,0
CUST31055,Male,No,Yes,No,47.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer,45.67,2146.49,1
CUST31056,Female,No,Yes,Yes,38.0,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,Yes,Electronic check,19.78,751.64,1
CUST31057,Male,No,No,No,7.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.11,140.77,0
CUST31058,Female,No,No,No,20.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,84.32,1686.4,0
CUST31059,Female,No,Yes,No,21.0,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,No,Electronic check,49.8,1045.8,0
CUST31060,Female,No,No,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,46.19,1016.18,0
CUST31061,Male,Yes,No,No,20.0,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,1128.0,0.0,1
CUST31062,Male,No,No,Yes,14.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,39.49,552.86,1
CUST31063,Female,No,No,No,27.0,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,47.85,1291.95,0
CUST31064,Male,No,No,Yes,21.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.74,1716.54,1
CUST31065,Female,No,No,No,3.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,39.29,117.87,0
CUST31066,Female,No,Yes,No,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.76,451.44,1
CUST31067,Female,No,No,No,20.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,40.88,0.0,1
CUST31068,Male,No,Yes,No,1.0,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,27.53,27.53,0
CUST31069,Male,No,Yes,No,8.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,103.54,828.32,0
CUST31070,Male,No,Yes,No,4.0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.79,175.16,1
CUST31071,Female,No,Yes,No,54.0,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card,47.33,2555.82,0
CUST31072,Female,No,Yes,No,6.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.31,205.86,1
CUST31073,Male,No,No,No,18.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,26.42,475.56,1
CUST31074,Male,Yes,No,Yes,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,26.45,396.75,0
CUST31075,Female,No,No,Yes,3.0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,106.3,318.9,1
CUST31076,Male,No,No,No,46.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.33,1349.18,1
CUST31077,Female,No,No,No,35.0,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Two year,No,Mailed check,46.77,1636.95,0
CUST31078,Male,No,Yes,No,11.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.89,647.79,0
CUST31079,Female,No,No,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,73.49,808.39,1
CUST31080,Female,No,No,No,24.0,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,26.56,637.44,0
CUST31081,Male,No,No,Yes,5.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer,67.77,338.85,0
CUST31082,Female,No,No,Yes,15.0,Yes,No,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card,29.72,445.8,1
CUST31083,Male,No,No,No,19.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,24.14,458.66,0
CUST31084,Female,No,Yes,No,6.0,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Electronic check,114.05,684.3,0
CUST31085,Male,Yes,Yes,No,19.0,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Two year,No,Electronic check,94.28,1791.32,0
CUST31086,Female,No,No,No,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,51.14,1329.64,1
CUST31087,Female,Yes,No,No,12.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.97,263.64,1
CUST31088,Male,No,No,Yes,14.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.17,842.38,1
CUST31089,Male,Yes,Yes,Yes,43.0,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,37.46,1610.78,0
CUST31090,Female,Yes,Yes,Yes,41.0,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,Yes,Bank transfer,37.46,1535.86,0
CUST31091,Female,No,No,Yes,13.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer,19.16,249.08,0
CUST31092,Male,No,No,No,7.0,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,28.93,202.51,0
CUST31093,Female,No,Yes,No,36.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,69.02,2484.72,1
CUST31094,Female,No,Yes,Yes,4.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,29.6,118.4,1
CUST31095,Female,No,Yes,Yes,43.0,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,40.58,1744.94,0
CUST31096,Male,No,Yes,No,19.0,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,30.33,576.27,0
CUST31097,Male,Yes,Yes,No,27.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,35.05,946.35,1
CUST31098,Male,No,No,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.82,268.2,1
CUST31099,Male,No,No,Yes,7.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,39.58,277.06,0
CUST31100,Male,No,No,Yes,24.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,27.62,662.88,0
CUST31101,Female,Yes,Yes,No,35.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,62.18,2176.3,0
CUST31102,Male,No,No,Yes,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,23.0,253.0,1
CUST31103,Male,No,Yes,Yes,24.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card,85.44,2050.56,0
CUST31104,Male,No,No,No,6.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,29.89,179.34,0
CUST31105,Male,No,No,No,44.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,80.66,3549.04,0
CUST31106,Female,No,Yes,No,18.0,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,29.18,525.24,1
CUST31107,Female,No,No,Yes,11.0,Yes,Yes,DSL,No,No,No internet service,No,No,No,Two year,Yes,Credit card,46.85,515.35,0
CUST31108,Male,No,Yes,No,47.0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.74,974.78,0
CUST31109,Female,No,No,No,19.0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,112.96,2146.24,1
CUST31110,Male,No,Yes,No,20.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,105.25,2105.0,0
CUST31111,Female,No,No,No,3.0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,33.59,100.77,0
CUST31112,Male,No,Yes,Yes,13.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,96.2,1250.6,0
